locus	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	product	locusNumber
PROKKA_00011_igtop	65.9794925661282	1.24743949418404	0.350767115558497	3.55631824892664	0.000376088453692564	0.034079399880757	n/a	"2-OH-lauroyltransferase"	PROKKA_00011
PROKKA_00044_igtop	331.751457939369	1.3920232868449	0.383859032568587	3.62639190103253	0.000287409055355426	0.0267290421480546	n/a	"transposase-like protein"	PROKKA_00044
PROKKA_00087_igtop	1093.72729904571	1.23639591645039	0.328652663234079	3.76201398851825	0.000168550618281059	0.0177808323882168	tssA1_1	"TssA1"	PROKKA_00087
PROKKA_00633_igtop	11.8124011468048	-2.56599642584281	0.73781379899931	-3.4778374019611	0.000505476445767018	0.0415431106823405	n/a	"putative holin"	PROKKA_00633
PROKKA_00634_sense	66.4921472643616	-1.2839044431914	0.3626418947192	-3.54041952098654	0.00039949145390797	0.0344342145880675	n/a	"phage protein"	PROKKA_00634
PROKKA_00639_sense	570.364466646891	-1.16148215456661	0.291710020289725	-3.98163269610359	6.84434922966668e-05	0.00879561097368801	n/a	"putative bacteriophage protein"	PROKKA_00639
PROKKA_00641_sense	253.68296107923	-1.26280726545555	0.304414165339867	-4.14831965538026	3.3492453521579e-05	0.00493176378105251	n/a	"putative bacteriophage protein"	PROKKA_00641
PROKKA_00642_sense	116.351751528304	-1.32678563874214	0.346587042710976	-3.82814553124701	0.000129112409860249	0.0142588517639413	n/a	"putative bacteriophage protein"	PROKKA_00642
PROKKA_00644_sense	355.350310920947	-1.19818365187139	0.310023176579925	-3.86481960829304	0.000111171331878085	0.0133179487070221	n/a	"putative tail length determinator protein"	PROKKA_00644
PROKKA_00821_sense	189.601265303947	2.05966972932915	0.308634928449825	6.67348229079	2.49803739914973e-11	1.76561283371903e-08	n/a	"hypothetical protein"	PROKKA_00821
PROKKA_00822_igbot	83.4055419995706	2.087574031386	0.349057650578377	5.98059955977749	2.22317793674752e-09	9.82088853558217e-07	n/a	"putative cholesterol oxidase"	PROKKA_00822
PROKKA_00823_sense	71.4168761818446	1.86409039498113	0.378163517352996	4.92932371697057	8.2514751898682e-07	0.000171533607770554	n/a	"hypothetical protein"	PROKKA_00823
PROKKA_00833_sense	15.1054994086368	-2.58537886034771	0.677886485340568	-3.81388169886411	0.000136800972261782	0.0146501404840345	n/a	"hypothetical protein"	PROKKA_00833
PROKKA_00834_sense	44.8648339852633	-1.5317964023376	0.409874532619358	-3.73723244659396	0.000186056904575815	0.0193389735520862	n/a	"putative SPFH domain protein"	PROKKA_00834
PROKKA_00852_sense	36.9754305333669	-3.44881464181908	0.542451179057161	-6.35783417009709	2.0461818844329e-10	1.11249335070552e-07	n/a	"Holin phage lambda"	PROKKA_00852
