"locus"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"PROKKA_00001_igtop"	147.555407838187	7.27042774622075e-05	0.0162140067263217	0.939528073883724	0.99977416150028
"PROKKA_00001_igbot"	8.58145471633234	0.000271490167519634	0.0185832174276193	0.606005853379608	0.99977416150028
"PROKKA_00001_sense"	862.619516826553	-0.000312326212535831	0.0160041633633239	0.807224717264133	0.99977416150028
"PROKKA_00001_antis"	19.1651657112214	0.000172637389852008	0.0170942056717534	0.782768830989192	0.99977416150028
"PROKKA_00002_igtop"	27.1347736248681	-0.000933256503865238	0.0185955196618549	0.222781590293455	0.99977416150028
"PROKKA_00002_sense"	803.372211335572	0.000766754094793087	0.0160992330813697	0.542955379405778	0.99977416150028
"PROKKA_00002_antis"	6.80442482920646	-0.000339602252796797	0.0203487632517954	0.496851351173971	0.99977416150028
"PROKKA_00003_igtop"	2.22046429138559	-2.33474626918966e-05	0.0229724970551697	0.95768911451324	NA
"PROKKA_00003_sense"	1712.75658979865	0.000684893870405611	0.0160493002074026	0.598186330453039	0.99977416150028
"PROKKA_00003_antis"	14.5880216525867	-3.3724252069387e-05	0.0173069229283231	0.953423141732161	0.99977416150028
"PROKKA_00004_sense"	1221.44429783683	0.000883905320849158	0.0162841842013729	0.438072808475297	0.99977416150028
"PROKKA_00004_antis"	64.2853793057807	0.000297982826260912	0.0163432304122465	0.739410650667084	0.99977416150028
"PROKKA_00005_igbot"	1.73387410899783	0.000323631833048124	0.0300249567019281	0.517453489108189	NA
"PROKKA_00005_sense"	101.907719427486	0.000394258071193678	0.0163433842502503	0.669263110442221	0.99977416150028
"PROKKA_00005_antis"	10.4069957587905	0.000284653409445401	0.0182011131087583	0.603876727198545	0.99977416150028
"PROKKA_00006_igbot"	9.79272690527754	0.000200657766942192	0.0181381730145599	0.705111598623798	0.99977416150028
"PROKKA_00006_sense"	150.827054506984	-0.000387968822639241	0.0161483193905293	0.719983215526725	0.99977416150028
"PROKKA_00006_antis"	13.3193775593415	0.000534145726854745	0.018838920143518	0.375418936427389	0.99977416150028
"PROKKA_00007_igtop"	7.57639246211112	-0.000560177286358989	0.0230979230625786	0.299074776433133	0.99977416150028
"PROKKA_00007_igbot"	1.72700341597223	-4.57302928724001e-05	0.0253189192653209	0.919174114262761	NA
"PROKKA_00007_sense"	5.01059192783827	-0.00020470018945288	0.0200549452766563	0.664139898641357	0.99977416150028
"PROKKA_00007_antis"	7.30356851696398	-2.24990719003293e-05	0.018348596648728	0.963747328571309	0.99977416150028
"PROKKA_00008_sense"	345.89114679485	0.000275879067940786	0.0160815329404813	0.809086142358667	0.99977416150028
"PROKKA_00008_antis"	8.70061616520288	-0.000392239549814822	0.0195784123267498	0.459829591313746	0.99977416150028
"PROKKA_00009_sense"	336.370303201881	-5.22048833373301e-05	0.0161378612244038	0.959934668599114	0.99977416150028
"PROKKA_00009_antis"	4.56925255517075	-0.000124948535480593	0.019784681726668	0.786970817615599	NA
"PROKKA_00010_igtop"	9.24260728791493	2.42490752180925e-05	0.0180240104696918	0.962276653180923	0.99977416150028
"PROKKA_00010_sense"	28.9520892942325	8.86632797848416e-05	0.0166694459013609	0.900652444793165	0.99977416150028
"PROKKA_00010_antis"	1.93972340439602	2.20059546013544e-05	0.0235034421378052	0.960251194194085	NA
"PROKKA_00011_igtop"	86.0502464071589	0.000998384231430297	0.0187102894941081	0.203412646456241	0.99977416150028
"PROKKA_00011_sense"	669.381065772724	0.000201671356607046	0.016033267067922	0.867415714355899	0.99977416150028
